H9Gqqs,game,4,11308485,14824238,13281752,6233946,12573677,,15796520,14654675,10467333,0,0,0,0
8vnLrH,game,3,13619990,12821576,13911266,11380332,14677214,,15796520,15284750,10455540,0,0,0,0
pJ8J7P,graphics,zBrush,16872089,14694815,11934316,13245200,11674280,,8034664,12279560,16195115,12308369,0,0,0
T3bhP6,game,4,8459829,14508983,11591501,13401038,16282301,,3102806;3102806;7136788;12092096;13562714,13152452,0,4577011;4577011;4577011;4577011;4577011;4577011,0,0,0
zsZZxr,game,4,12622091,14896601,11580941,13245200,14677214,,7136788,9647874,17317955,0,0,0,0
kyXbt6,broadcast,default,15594887,14081975,15604190,14243408,14677214,,13538642,16128968,17317955,14102324,0,0,0
7gwzK8,game,3,15594263,14978270,15616460,6233946,9515844,,5834210;5834210;7395157,13489901,13734242,16480151,0,0,0
pMZZxr,game,3,15594263,14978270,16167980,6233946,11674280,,12339347,13299434,12758804,0,0,0,0
HsZZxr,broadcast,default,12622091,14561216,13253213,12362786;12362786,9435804,,12338801;13538642,17661059,15334091,0,0,0,0
vhy48d,game,4,15594263,13097591,16167980,12952847,14677214,,8034664;14423996;9347988;9347988;9347988,3163083,10060698,0,0,0,0
6xGqqs,broadcast,default,12622319,15545297,11574458,13245200;13245200,16282421,,6086737;14905214,6482453,6227724,0,0,0,0
kmqp99,game,4,12621851,16250300,16401470,12617069,14677214,5931378;2307177,7395145;8034664,6105076,9434946,12276197,0,0,0
mJ8J7P,game,4,12621851,14411957,11572808,14601734;14601734,15298655,,7395157;13190573;13538642,10909788,10443903,0,0,0,0
q9JfrH,game,4,15594263,15359087,15618923,11431083,9515841,,12660116;15796589,13152539,10467378,0,0,0,0
ghy48d,game,3,12621851,13645739,12464213,13232282,9946512,563293,,12673769,8300856,0,0,0,0
tsZZxr,broadcast,default,12622091,14411957,15359780,7332112,14677715,,8034664,13489901,7639102,16261688;16262018;16262018,0,0,0
JP3Zxr,game,2,16740674,9944580,11575373,13658393,5794038,,10304760,14903585,0,0,0,0,0
MD2V3C,game,4,11405586,14446814,14533337,10019547,12400844,563293,3767411,12092825,17317676,0,0,0,0
LYTJ7P,game,3,12621851,14164469,15411566,13245200,14676908,,14905214,17661059,16195115,12308369;12308369,0,0,0
nCbhP6,game,4,15594701,16168922,15618923,13401038;13401038,14677214,2215506;1713899,7395145;7395163,7492720,9964230,8094307,0,0,0
k7W323,game,4,15594446,12577781,15614510,15932435,14677214,,12339347;13190573,13299434,16194959,0,0,0,0
dtgtt6,game,3,8459973,13663412,11636093,13154852;13154852;13154852;13154852,7110289,2703466;2703466,16662125;14253080,10762809,15918710,5632572;5632572;5632572;5632572,0,0,0
TV68TW,game,3,12621851,17658824,12086387,13401038,5524320,2215506,6449207,9822903,0,6150535,0,0,0
FpGqqs,broadcast,default,12622319,12375728,8517171,7332112,14808788,,6856051;15022826,9822756,0,8094127;4401981;4401981;4402076;4402076,0,0,0
q7W323,game,4,16741349,16916114,15359780,4571593;4571593,14677214,,12339347,12279560,6537469,0,0,0,0
wjy48d,work,default,16101179,15509600,16103348,9805746,6227282,,14194337,15310205,0,0,0,0,0
nw68TW,game,3,15594446,13470908,15600110,15871553,14677715,,,15284750,12919394,6645931,0,0,0
4GGqqs,game,5,13619990,12375728,13388384,6553372;6553372,5524355,,13538642,9647874,10467333,0,0,0,0
mWDcCJ,broadcast,default,12622319,14398400,12904922,14586722,5181099,,13538642;14803400,9647874,6227724,4529664;4529664;4529664;4529365;4529365,0,0,0
sjy48d,game,4,8459829,14474075,8520741,13245200,5524355,,6086737;7136755;5791868,17661059,10467333,12308393,0,0,0
4J8J7P,game,4,15594638,14896601,15604190,16450874;16450874;16450874;16450874,16290845,,8034664;17398076,17661059,16195115,12308393,0,0,0
svnLrH,video,movavi,11593361,4597633,13844039,9805785;9805785,15268130,,13538642,6065010,17318162,0,0,0,0
LbXbt6,game,4,15594638,12204407,15604190,14601416,5524355,,7136755;8034664,7182562,10060698,5903803;5903778;6997870;6997870,0,0,0
zHhtt6,game,4,12622091,14675387,11591798,13245200,13854197,,12446282,12279560,12797411,0,0,0,0
rw68TW,game,3,16101353,13512254,16088780,13119518,14677715,,12339347,12751874,0,0,0,0,0
8xGqqs,game,5,16101464,14397899,16167980,13401149,5181099,,7136788,13299434,9964230,2482896;2482896;2482896;2482896;6210389;6210389,0,0,0
76sXsY,game,4,15594638,14446823,15639767,13387634;13387634,15268217,,15654125,15284750,6227724,0,0,0,0
HpGqqs,game,3,12621851,14478284,13222670,7332112,5524355,,12339347;8034664,6681208,17317955,0,0,0,0
dMZZxr,game,5,15594263,14446811,15616460,4905394,11674280,2215506;2215506,7136788;12339347,12001715,9964230,0,0,0,0
G29NnQ,game,4,15594638,14411957,15618923,9480372,9721512,,8034664;8034664;14803478;13190711,16413707,15577103,5606395;5606395;6150535;6150535;6150535,0,0,0
629NnQ,game,3,16741349,17017535,8515707,13244816,14676908,,15796520,13152452,17317955,10103766;14102324;14102324,0,0,0
KKBcCJ,game,3,15594638,14978270,15638735,11380332,5524320,,7136755;7136788,13299434,15333881,12308369;12712517,0,0,0
dLDcCJ,game,4,15594263,14519828,15612413,6233946,15268130,2215506;6452004,7136755,15284750,12919394,6645931;6645931,0,0,0
Ghy48d,game,3,16101326,14978270,16103294,6233970,13329500,,12446249,15284750,10467333,9535560;6645931,0,0,0
n9JfrH,game,2,12487424,16145876,13934306,13658393,10323978,2215506;1158266,5834210;13562714,12279560,12797411,14102324;14102324,0,0,0
ZXPV3C,graphics,sketchUp,16872089,16249895,15359780,9480372,14677715,,13538642,12279707,12797411,0,0,0,0
7sZZxr,design,adobe indesign,16740791,15260600,12060134,16450874;16450874,15283025,,14253080,10142139,0,0,0,0,0
JgwzK8,broadcast,default,11305233,14741900,11223594,6259248,14677715,,13274723;13190573,14637875,14686937,2321702;2321702,0,0,0
M4qp99,game,3,13619939,12821624,13281752,6233970,9515844,,11097639;12446282,17074799,11277300,0,0,0,0
BGGqqs,broadcast,default,15594887,12204422,15602513,16192445;16192445,13222859,,8034664;13538642,15026021,15334091,12308393,0,0,0
bTBcCJ,broadcast,default,15594701,16250300,15707498,16272770,7110289,,13538642,14654675,16194959,17740010,0,0,0
vq4dnQ,game,3,15594263,13668875,16619693,9805785,15268217,,10304760,6482453,10060698,0,0,0,0
snHzK8,broadcast,default,12622091,14351684,11934316,13245200,12573746,,5734544;7395157,14654675,10467333,14102324,0,0,0
CFt8TW,game,4,8459829,14896601,12243257,6233970;6233970,14677715,,7395145;5734544;15796520,12279560,12797411,5606395;5606395,0,0,0
GnHzK8,game,3,12621851,14036195,13059749,11431059;11431059,14729537,,13562714,13299434,16194959,12308369;12308369,0,0,0
bQVcCJ,game,3,12621851,16047968,11577782,13401038,5794038,,7136788,6552289,9964230,0,0,0,0
RZ8J7P,game,5,15594263,9788790;14365328,15616460,4571593;4571593,10171746,,8034664,14839061,2996635,0,0,0,0
L4qp99,broadcast,default,12622091,16905161,13059749,13244459;13244459,10171746,,12660173,13299434,7639102,5606395;5606431;5606431,0,0,0
ZFt8TW,design,adobe photoshop,12621851,16224614,12067598,13695767,6118868,,10304760,14903585,8542238,0,0,0,0
229NnQ,game,4,15594263,16250300,15600110,15871553,14677715,,12339347;7395157,6152004,12797411,0,0,0,0
t3bhP6,game,5,12622091,12948176,8515635,9276801,12573746,,7136788;10120467,13299434,12797411,13106777,0,0,0
VD2V3C,game,4,12621851,14508983,11824639,13154852;13154852,7110289,,11103009;5734544;6449251;12659966,12454664,8918600,1555171;6210389;6210389;6210389;6210389,0,0,0
L7W323,game,4,12621851,16509977,9591549,11431083,7110289,,13562714;13538642,14446190,0,16262063;16262063,0,0,0
nGGqqs,game,3,15594638,14753852,15605549,13245200,14677715,,7136788;8034664,12279560,12797411,5606395,0,0,0
qp9NnQ,game,4,12622091,16207859,8517627,9480372,6348827,6452004,12339347,12279560,0,0,0,0,0
98YgXL,game,4,12621851,14896601,11934316,6233970;6233970,9287271,,8034664,17661059,16195115,12308369;12308369,0,0,0
FXPV3C,game,4,12621851,16916114,13223876,13245200,15268130,,9991767,12279560,17317955,0,0,0,0
K7W323,video,adobe premier pro,12622091,15260438,11577782,9276801,9946512,1795206,13562693;11692430,9822903,10467378,6150535;6150535;6150535;6150535,0,0,0
tCbhP6,game,4,12621851,14824238,8917952,16450874;16450874,12676532,,12446249,9985203,10822347,0,0,0,0
H3bhP6,game,5,15594887,16734569,16711439,16193474,5181099,,12339347;13538642,17661059,16195115,12308393,0,0,0
vRJfrH,game,4,15594638,14561216,15610547,6233946,12573746,,6095758,14654675,16194959,12308393,0,0,0
dq4dnQ,game,4,15594263,14508983,15618923,4905394,14677715,,7136788,12279707,12919394,0,0,0,0
8ZRTwP,game,4,12621851,12577781,8517573,6259201,9287271,,12338942,12279707,12797411,0,0,0,0
h7W323,game,3,12621851,14967074,12243257,10389018;10389018,11481795,,7136788,9234180,10467246,0,0,0,0
WcYgXL,game,3,13619939,14478284,13804826,13401038,13854197,2215506,14350622,10142139,10518450,0,0,0,0
7ccTwP,broadcast,default,12622091,12957098,8497905,13245200,14676908,2307187,7395157,13152452,17317955,14102324;14102324;14102324;14102324,0,0,0
ZcYgXL,video,adobe premier pro,15594638,15444875,15612413,11431116,6217539,,12660173;12660128,17661059,16195115,12308393,0,0,0
zP3Zxr,game,3,15594638,14753852,15604190,7029724;7029724,9946512,,7136788,16799618,9945966,0,0,0,0
KXPV3C,game,4,17157083,12204362,12276353,13245200,7110289,,,13299434,0,12308369;12308369,0,0,0
PFt8TW,video,adobe aftereffect,11305233,4597633,13669925,10966455;10966455,11481795,,6095784;8034664,13276412,10467333,0,0,0,0
GP3Zxr,game,3,13619846,17019803,13922957,3439724,9243156,,12338801,6065010,15711722,0,0,0,0
ZJ8J7P,game,3,12621851,13512254,13059749,13244459,14676908,,12446249,12279707,8200105,0,0,0,0
6D2V3C,game,4,12621851,14164469,12481742,12952847,5524355,,7136755;7136755,10283886,8918600,6150535;6150535;6150535;4577029,0,0,0
Wtgtt6,game,3,17157083,14978270,12755786,13406225,5188092,,13645796,9647874,0,0,0,0,0
rvnLrH,game,4,13619981,14522642,13472993,6233946;6233946,5181099,,14253095;12660128,13152452,12797411,0,0,0,0
kJ8J7P,game,3,8459973,14873684,11751599,11858833;11380332,9515844,,12660116;6086743,9234180,10467246,6566760,0,0,0
gbXbt6,game,4,12621851,13703846,15381461,13119518,5185598,,9991767;8034664,12279560,12797411,5606395;5606395;5606395;5606395,0,0,0
pHhtt6,game,5,8457111,14379920,12719003,13245200,14915009,4866930;12685619,4595325;12660173,6318315,12797411,0,0,0,0
v3bhP6,game,3,12621851,14873729,12617309,13244816,14676908,6452004,13562693,12279560,12797411,14102324,0,0,0
d9JfrH,graphics,cad,16872089,14164469,13059749,4905325,14677715,2215506,15796520;15796520,16859912,12797552,14102324;14102324,0,0,0
cbXbt6,broadcast,default,12622091,14398436,11824639,9480372,7110289,,7136788,14446052,10467333,0,0,0,0
GYJfrH,game,5,12621851,13173020,11591501,13245200,12676532,,12338942;12092081,12279560,17317955,0,0,0,0
78YgXL,game,5,15594638,14398436,15880925,15932435,6217539,2215506,12339347;13190573,12279560,9964230,0,0,0,0
BcYgXL,design,adobe indesign,13619939,12427859,13561976,13401038,9363774,2215506,,7851439,4468160,0,0,0,0
K4qp99,design,clip studio,14927615,17019785,11824639,15216182,6733678,,12339347,12454664,6537512,11492643;11492643,0,0,0
n7W323,game,4,12621851,14896601,12617309,6233946,14121053,,7136788,9234180,11467260,14102384,0,0,0
TCbhP6,game,3,15594263,14978270,16103303,13401149,14676908,,12339347,17135795,9964230,17140424;17140424,0,0,0
QZRTwP,game,4,12621851,16250300,11591798,12362786,16290845,,,9647874,15700406,0,0,0,0
hyXbt6,game,3,17157083,15435041,11577782,11858833,9946512,,10304760,12279560,0,0,0,0,0
6sZZxr,graphics,autodesk 3ds Max,17157083,12769406,11591501,6233970,14676908,,8034664,6105076,14602859,10270584;10270584,0,0,0
kdXbt6,broadcast,default,12622319,12375728,8502411,14601761;14601761,15028115,,12338942;13538642;13538642,12673769,11403183,0,0,0,0
xGGqqs,broadcast,default,12621851,15369467,13059749,6233946,5524355,,12338942,15284750,12797411,5606395,0,0,0
m8YgXL,broadcast,default,12621851,14857991,12243257,13245200,14677715,,13538642,13152452,17317955,5606395;5606395,0,0,0
7hy48d,game,4,15594263,15132413,15618923,7908337;7908337,7110289,,15796520,12279560,6537469,0,0,0,0
NGGqqs,game,4,8459781,12957098,11591501,9480351,5524320,2215506,15174824;6086737;6476453;5734544;8034664,12279560,12797411,2482896;11492661,0,0,0
TWDcCJ,game,5,15594638,16250300,15612413,16450874;16450874;16450874;16450874,6217539,,8034664,10283886,2996635,0,0,0,0
WZRTwP,game,5,11305233,16905161,11319420,4905325,9287304,6452004,8034664,6105076,10467378,10103832,0,0,0
FTBcCJ,graphics,autodesk 3ds Max,12622091,14753852,11570450,9480372,6227282,2215506,7136788,12279560,16194959,0,0,0,0
QzYgXL,game,5,15594887,16734569,15618923,11431083;11431083,5185598,,12660128,15026021,11403183,0,0,0,0
gXPV3C,game,5,15594638,16916114,16167980,12617069,15268217,,12826391;12339347,16799714,17318162,0,0,0,0
ttgtt6,broadcast,default,12622091,14081975,14547515,13119518;13119518,5524355,,8034664,13152452,17317955,5606395;5606395;5606395;5606395,0,0,0
Q3F8TW,game,5,13619990,14896601,13355396,11431083,6217539,,7136788,8808818,10455540,6645931;15297992,0,0,0
d8K323,game,4,15594263,14957990,15756542,15098390,13854197,,13674512,12279560,10060698,12276197,0,0,0
CpbhP6,broadcast,default,16872089,12204407,8517447,14243408,14677214,13590608,12339347;8034664,17135795,15333881,0,0,0,0
NLDcCJ,game,4,12621851,15427364,12243257,,9243210,,14400263,9647874,15711722,12276197,0,0,0
4tJfrH,graphics,autodesk 3ds Max,12621851,14896601,12424514,13401038;13401038,13853267,,6449207;7136788,12279560,4027354,0,0,0,0
NJVcCJ,game,4,15594638,13212008,15609011,7331332;7331332,14677715,,8034664;13538642,12681023,12797411,10650918;10650918,0,0,0
RNNPxr,broadcast,default,12622319,12204407,15215861,7332907,5185598,,8034664;8034664,9822756,0,16261748,0,0,0
tm8J7P,graphics,zBrush,12621851,12862835,12243257,13658393,14676908,,10304760,9234180,0,0,0,0,0